design_id,design_name,budget,theme,style,layers,difficulty,primary_flower,secondary_flower,accent_flower,primary_color,secondary_color,accent_color,diameter_ft,estimated_time_hr,people_required,occasion,description,flower_diversity,color_diversity,estimated_flower_cost
333,Vallamkali Pookalam 03,860,Vallamkali,Circular,3,Easy,Daisy,Marigold,Jasmine,White,Yellow,Green,4,2.0,2,Home,"Vallamkali-inspired Onam Pookalam with a circular pattern, 3 floral layers, and a white-yellow colour palette.",3,3,654.0
334,Vallamkali Pookalam 04,1215,Vallamkali,Temple Style,5,Medium,Marigold,Chrysanthemum,Green Leaves,Yellow,White,Green,7,4.0,4,Onam,"Vallamkali-inspired Onam Pookalam with a temple style pattern, 5 floral layers, and a yellow-white colour palette.",3,3,661.5
335,Vallamkali Pookalam 05,1015,Vallamkali,Lotus,4,Medium,Jasmine,Rose,Marigold,White,Red,Yellow,5,3.0,3,Home,"Vallamkali-inspired Onam Pookalam with a lotus pattern, 4 floral layers, and a white-red colour palette.",3,3,623.0
336,Vallamkali Pookalam 06,1370,Vallamkali,Peacock,6,Hard,Marigold,Rose,Jasmine,Yellow,Red,White,8,5.0,5,Competition,"Vallamkali-inspired Onam Pookalam with a peacock design pattern, 6 floral layers, and a yellow-red colour palette.",3,3,677.0
337,Vallamkali Pookalam 07,1215,Vallamkali,Circular,5,Medium,Chrysanthemum,Jasmine,Marigold,White,Green,Yellow,7,4.0,4,Onam,"Vallamkali-inspired Onam Pookalam with a circular pattern, 5 floral layers, and a white-green colour palette.",3,3,663.0
338,Vallamkali Pookalam 08,1060,Vallamkali,Temple Style,4,Medium,Daisy,Marigold,Jasmine,White,Yellow,Green,6,3.5,3,Home,"Vallamkali-inspired Onam Pookalam with a temple style pattern, 4 floral layers, and a white-yellow colour palette.",3,3,676.5
339,Vallamkali Pookalam 09,1370,Vallamkali,Circular,6,Hard,Marigold,Chrysanthemum,Rose,Yellow,White,Red,8,5.0,5,Onam,"Vallamkali-inspired Onam Pookalam with a circular pattern, 6 floral layers, and a yellow-white colour palette.",3,3,605.0
340,Vallamkali Pookalam 10,1215,Vallamkali,Lotus,5,Medium,Jasmine,Daisy,Marigold,White,Yellow,Green,7,4.0,4,Competition,"Vallamkali-inspired Onam Pookalam with a lotus pattern, 5 floral layers, and a white-yellow colour palette.",3,3,649.0
341,Nilavilakku Pookalam 01,1015,Nilavilakku,Circular,4,Medium,Marigold,Jasmine,Rose,Yellow,White,Red,5,3.0,3,Onam,"Nilavilakku-inspired Onam Pookalam with a circular pattern, 4 floral layers, and a yellow-white colour palette.",3,3,688.5
342,Nilavilakku Pookalam 02,1170,Nilavilakku,Temple Style,5,Hard,Chrysanthemum,Jasmine,Marigold,White,Yellow,Orange,6,4.0,4,Onam,"Nilavilakku-inspired Onam Pookalam with a temple style pattern, 5 floral layers, and a white-yellow colour palette.",3,3,713.5
343,Nilavilakku Pookalam 03,860,Nilavilakku,Circular,3,Easy,Marigold,Jasmine,Daisy,Yellow,White,Orange,4,2.0,2,Home,"Nilavilakku-inspired Onam Pookalam with a circular pattern, 3 floral layers, and a yellow-white colour palette.",3,3,678.0
344,Nilavilakku Pookalam 04,1170,Nilavilakku,Lotus,5,Medium,Rose,Jasmine,Marigold,Red,White,Yellow,6,3.5,4,Home,"Nilavilakku-inspired Onam Pookalam with a lotus pattern, 5 floral layers, and a red-white colour palette.",3,3,769.0
345,Nilavilakku Pookalam 05,1370,Nilavilakku,Temple Style,6,Hard,Marigold,Chrysanthemum,Jasmine,Yellow,White,Orange,8,5.0,5,Competition,"Nilavilakku-inspired Onam Pookalam with a temple style pattern, 6 floral layers, and a yellow-white colour palette.",3,3,697.0
346,Nilavilakku Pookalam 06,1015,Nilavilakku,Circular,4,Medium,Chrysanthemum,Jasmine,Rose,Yellow,White,Red,5,3.0,3,Onam,"Nilavilakku-inspired Onam Pookalam with a circular pattern, 4 floral layers, and a yellow-white colour palette.",3,3,704.5
347,Nilavilakku Pookalam 07,1215,Nilavilakku,Lotus,5,Medium,Marigold,Jasmine,Daisy,Yellow,White,Pink,7,4.0,4,Home,"Nilavilakku-inspired Onam Pookalam with a lotus pattern, 5 floral layers, and a yellow-white colour palette.",3,3,730.0
348,Nilavilakku Pookalam 08,1480,Nilavilakku,Temple Style,7,Hard,Rose,Jasmine,Chrysanthemum,Red,White,Yellow,8,5.5,5,Competition,"Nilavilakku-inspired Onam Pookalam with a temple style pattern, 7 floral layers, and a red-white colour palette.",3,3,762.0
349,Nilavilakku Pookalam 09,1325,Nilavilakku,Circular,6,Hard,Marigold,Jasmine,Rose,Yellow,White,Red,7,4.5,4,Onam,"Nilavilakku-inspired Onam Pookalam with a circular pattern, 6 floral layers, and a yellow-white colour palette.",3,3,699.0
350,Nilavilakku Pookalam 10,1060,Nilavilakku,Lotus,4,Medium,Chrysanthemum,Jasmine,Marigold,White,Yellow,Orange,6,3.5,3,Home,"Nilavilakku-inspired Onam Pookalam with a lotus pattern, 4 floral layers, and a white-yellow colour palette.",3,3,744.5
351,Nature Pookalam 01,860,Nature,Circular,3,Easy,Daisy,Jasmine,Green Leaves,White,Green,Yellow,4,2.0,2,Home,"Nature-inspired Onam Pookalam with a circular pattern, 3 floral layers, and a white-green colour palette.",3,3,629.0
352,Nature Pookalam 02,1015,Nature,Lotus,4,Medium,Lotus,Daisy,Green Leaves,Pink,White,Green,5,3.0,3,Onam,"Nature-inspired Onam Pookalam with a lotus pattern, 4 floral layers, and a pink-white colour palette.",3,3,777.0
353,Nature Pookalam 03,1170,Nature,Peacock,5,Medium,Rose,Daisy,Green Leaves,Pink,White,Green,6,3.5,4,Onam,"Nature-inspired Onam Pookalam with a peacock design pattern, 5 floral layers, and a pink-white colour palette.",3,3,637.5
354,Nature Pookalam 04,1215,Nature,Circular,5,Medium,Chrysanthemum,Jasmine,Green Leaves,White,Green,Yellow,7,4.0,4,Home,"Nature-inspired Onam Pookalam with a circular pattern, 5 floral layers, and a white-green colour palette.",3,3,701.5
355,Nature Pookalam 05,1370,Nature,Lotus,6,Hard,Lotus,Rose,Green Leaves,Pink,Red,Green,8,5.0,5,Competition,"Nature-inspired Onam Pookalam with a lotus pattern, 6 floral layers, and a pink-red colour palette.",3,3,832.5
356,Nature Pookalam 06,1015,Nature,Circular,4,Medium,Daisy,Marigold,Green Leaves,White,Yellow,Green,5,3.0,3,Onam,"Nature-inspired Onam Pookalam with a circular pattern, 4 floral layers, and a white-yellow colour palette.",3,3,641.5
357,Nature Pookalam 07,1370,Nature,Peacock,6,Hard,Rose,Orchid,Green Leaves,Pink,Purple,Green,8,5.0,5,Competition,"Nature-inspired Onam Pookalam with a peacock design pattern, 6 floral layers, and a pink-purple colour palette.",3,3,744.0
358,Nature Pookalam 08,1215,Nature,Lotus,5,Medium,Lotus,Jasmine,Daisy,Pink,White,Yellow,7,4.0,4,Onam,"Nature-inspired Onam Pookalam with a lotus pattern, 5 floral layers, and a pink-white colour palette.",3,3,750.0
359,Nature Pookalam 09,1015,Nature,Circular,4,Easy,Daisy,Jasmine,Green Leaves,White,Green,Pink,5,2.5,3,Home,"Nature-inspired Onam Pookalam with a circular pattern, 4 floral layers, and a white-green colour palette.",3,3,800.0
360,Nature Pookalam 10,1525,Nature,Peacock,7,Hard,Rose,Chrysanthemum,Green Leaves,Pink,Yellow,Green,9,5.5,6,Competition,"Nature-inspired Onam Pookalam with a peacock design pattern, 7 floral layers, and a pink-yellow colour palette.",3,3,608.5
361,Wild Pookalam 01,1170,Wild,Peacock,5,Medium,Orchid,Rose,Green Leaves,Purple,Pink,Green,6,3.5,4,Onam,"Wild-inspired Onam Pookalam with a peacock design pattern, 5 floral layers, and a purple-pink colour palette.",3,3,887.5
362,Wild Pookalam 02,1015,Wild,Circular,4,Medium,Rose,Orchid,Chethi,Pink,Purple,Orange,5,3.0,3,Home,"Wild-inspired Onam Pookalam with a circular pattern, 4 floral layers, and a pink-purple colour palette.",3,3,874.5
363,Wild Pookalam 03,1370,Wild,Peacock,6,Hard,Orchid,Chrysanthemum,Rose,Purple,Yellow,Pink,8,5.0,5,Competition,"Wild-inspired Onam Pookalam with a peacock design pattern, 6 floral layers, and a purple-yellow colour palette.",3,3,820.5
364,Wild Pookalam 04,860,Wild,Circular,3,Easy,Marigold,Daisy,Rose,Orange,White,Pink,4,2.0,2,Home,"Wild-inspired Onam Pookalam with a circular pattern, 3 floral layers, and a orange-white colour palette.",3,3,942.5
365,Wild Pookalam 05,1215,Wild,Lotus,5,Medium,Orchid,Rose,Daisy,Purple,Pink,White,7,4.0,4,Onam,"Wild-inspired Onam Pookalam with a lotus pattern, 5 floral layers, and a purple-pink colour palette.",3,3,850.5
366,Wild Pookalam 06,1525,Wild,Peacock,7,Hard,Rose,Orchid,Marigold,Pink,Purple,Orange,9,5.5,6,Competition,"Wild-inspired Onam Pookalam with a peacock design pattern, 7 floral layers, and a pink-purple colour palette.",3,3,915.0
367,Wild Pookalam 07,1060,Wild,Circular,4,Medium,Chrysanthemum,Orchid,Chethi,Yellow,Purple,Orange,6,3.5,4,Onam,"Wild-inspired Onam Pookalam with a circular pattern, 4 floral layers, and a yellow-purple colour palette.",3,3,867.0
368,Wild Pookalam 08,1215,Wild,Lotus,5,Medium,Rose,Daisy,Orchid,Pink,White,Purple,7,4.0,4,Home,"Wild-inspired Onam Pookalam with a lotus pattern, 5 floral layers, and a pink-white colour palette.",3,3,859.5
369,Wild Pookalam 09,1370,Wild,Peacock,6,Hard,Orchid,Rose,Chrysanthemum,Purple,Pink,Yellow,8,5.0,5,Competition,"Wild-inspired Onam Pookalam with a peacock design pattern, 6 floral layers, and a purple-pink colour palette.",3,3,862.0
370,Wild Pookalam 10,1015,Wild,Circular,4,Easy,Daisy,Rose,Orchid,White,Pink,Purple,5,2.5,3,Home,"Wild-inspired Onam Pookalam with a circular pattern, 4 floral layers, and a white-pink colour palette.",3,3,975.5
371,Kathakali Pookalam 11,1850,Kathakali,Circular,4,Medium,Rose,Daisy,Jasmine,Yellow,Pink,White,8,3.5,6,School,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a circular arrangement,3,3,77.8
372,Kathakali Pookalam 12,1575,Kathakali,Peacock,9,Easy,Rose,Tuberose,Daisy,Pink,Red,White,9,5.5,5,School,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock arrangement,3,3,129.08
373,Kathakali Pookalam 13,1900,Kathakali,Circular,8,Easy,Chethi,Marigold,Daisy,Red,Pink,Green,8,5.3,2,School,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a circular arrangement,3,3,108.87
374,Kathakali Pookalam 14,975,Kathakali,Peacock,6,Medium,Jasmine,Tuberose,Lotus,Green,Purple,Red,6,4.3,6,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock arrangement,3,3,138.82
375,Kathakali Pookalam 15,1425,Kathakali,Temple Style,7,Hard,Daisy,Rose,Tuberose,Pink,Purple,Yellow,9,4.6,2,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a temple style arrangement,3,3,103.62
376,Kathakali Pookalam 16,1200,Kathakali,Peacock,6,Hard,Rose,Chethi,Chrysanthemum,Green,Purple,Yellow,9,4.3,2,Home,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock arrangement,3,3,92.27
377,Kathakali Pookalam 17,1900,Kathakali,Lotus,4,Hard,Lotus,Marigold,Daisy,White,Green,Orange,7,3.5,4,Competition,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a lotus arrangement,3,3,111.12
378,Kathakali Pookalam 18,975,Kathakali,Temple Style,4,Hard,Chethi,Daisy,Rose,Red,Purple,Pink,4,3.1,6,Competition,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a temple style arrangement,3,3,70.06
379,Kathakali Pookalam 19,1500,Kathakali,Peacock,7,Hard,Rose,Tuberose,Daisy,Green,White,Yellow,6,4.7,3,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock design arrangement,3,3,127.1
380,Kathakali Pookalam 20,1575,Kathakali,Peacock,6,Hard,Marigold,Tuberose,Chrysanthemum,Pink,Orange,Green,4,4.0,5,Competition,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock arrangement,3,3,88.12
381,Kathakali Pookalam 21,1825,Kathakali,Lotus,8,Medium,Chethi,Chrysanthemum,Jasmine,Yellow,Green,Orange,9,4.9,3,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a lotus arrangement,3,3,137.42
382,Kathakali Pookalam 22,1350,Kathakali,Peacock,4,Easy,Marigold,Lotus,Jasmine,Pink,White,Yellow,4,3.6,3,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock arrangement,3,3,103.2
383,Kathakali Pookalam 23,1025,Kathakali,Peacock,9,Hard,Rose,Daisy,Jasmine,Red,Orange,Pink,4,5.6,2,Home,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock arrangement,3,3,148.48
384,Kathakali Pookalam 24,1750,Kathakali,Peacock,8,Medium,Rose,Orchid,Jasmine,Pink,Orange,Red,8,5.0,4,Home,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock design arrangement,3,3,256.87
385,Kathakali Pookalam 25,850,Kathakali,Circular,4,Easy,Daisy,Rose,Lotus,Yellow,White,Orange,6,3.3,2,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a circular arrangement,3,3,98.3
386,Kathakali Pookalam 26,975,Kathakali,Peacock,6,Medium,Lotus,Jasmine,Marigold,White,Green,Yellow,5,3.8,3,Competition,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock design arrangement,3,3,175.44
387,Kathakali Pookalam 27,1600,Kathakali,Peacock,4,Medium,Jasmine,Rose,Chethi,Yellow,Purple,Pink,8,3.3,4,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock design arrangement,3,3,114.53
388,Kathakali Pookalam 28,1400,Kathakali,Temple Style,7,Easy,Rose,Orchid,Lotus,Red,Orange,White,6,4.3,6,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a temple style arrangement,3,3,241.16
389,Kathakali Pookalam 29,1875,Kathakali,Peacock,8,Easy,Jasmine,Lotus,Orchid,White,Red,Orange,7,5.4,6,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock arrangement,3,3,241.65
390,Kathakali Pookalam 30,1000,Kathakali,Temple Style,7,Easy,Lotus,Marigold,Daisy,Green,White,Pink,5,4.4,3,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a temple style arrangement,3,3,150.26
391,Kathakali Pookalam 31,1475,Kathakali,Lotus,6,Hard,Orchid,Chrysanthemum,Daisy,White,Pink,Green,7,4.3,5,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a lotus arrangement,3,3,199.92
392,Kathakali Pookalam 32,1775,Kathakali,Temple Style,9,Easy,Orchid,Lotus,Rose,White,Pink,Purple,9,5.4,6,Home,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a temple style arrangement,3,3,297.88
393,Kathakali Pookalam 33,925,Kathakali,Temple Style,6,Medium,Tuberose,Chethi,Rose,Yellow,White,Orange,5,4.2,5,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a temple style arrangement,3,3,109.92
394,Kathakali Pookalam 34,1050,Kathakali,Peacock,5,Easy,Lotus,Chrysanthemum,Marigold,Yellow,Pink,White,5,3.6,5,Competition,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock design arrangement,3,3,123.78
395,Kathakali Pookalam 35,1675,Kathakali,Peacock,6,Hard,Tuberose,Lotus,Daisy,Yellow,Purple,Pink,4,3.8,2,Home,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock arrangement,3,3,145.91
396,Kathakali Pookalam 36,1050,Kathakali,Temple Style,9,Hard,Tuberose,Rose,Jasmine,Green,Yellow,Purple,4,5.2,2,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a temple style arrangement,3,3,170.91
397,Kathakali Pookalam 37,1400,Kathakali,Lotus,5,Medium,Chrysanthemum,Marigold,Lotus,Green,Orange,Purple,5,3.6,2,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a lotus arrangement,3,3,91.24
398,Kathakali Pookalam 38,1100,Kathakali,Peacock,9,Hard,Jasmine,Daisy,Chethi,White,Orange,Purple,6,5.5,2,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock arrangement,3,3,152.32
399,Kathakali Pookalam 39,1050,Kathakali,Circular,9,Medium,Rose,Daisy,Marigold,Yellow,Orange,Purple,5,5.4,5,Home,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a circular arrangement,3,3,130.86
400,Kathakali Pookalam 40,1200,Kathakali,Lotus,9,Medium,Chrysanthemum,Marigold,Jasmine,Yellow,White,Purple,4,5.2,3,Home,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a lotus arrangement,3,3,126.01
401,Kathakali Pookalam 41,950,Kathakali,Peacock,4,Hard,Orchid,Daisy,Rose,Green,Pink,Orange,4,3.4,5,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock design arrangement,3,3,172.68
402,Kathakali Pookalam 42,900,Kathakali,Temple Style,4,Hard,Jasmine,Daisy,Rose,Red,Purple,White,7,3.3,3,Competition,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a temple style arrangement,3,3,96.22
403,Kathakali Pookalam 43,1275,Kathakali,Peacock,9,Easy,Chethi,Orchid,Marigold,Pink,Purple,White,6,5.5,4,School,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock arrangement,3,3,229.67
404,Kathakali Pookalam 44,1825,Kathakali,Temple Style,5,Easy,Lotus,Rose,Tuberose,Red,Orange,Purple,8,3.9,4,Home,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a temple style arrangement,3,3,151.5
405,Kathakali Pookalam 45,1275,Kathakali,Temple Style,6,Easy,Orchid,Marigold,Jasmine,Pink,Orange,Red,4,3.9,4,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a temple style arrangement,3,3,224.05
406,Kathakali Pookalam 46,1625,Kathakali,Temple Style,5,Easy,Rose,Marigold,Lotus,Yellow,Orange,White,9,3.9,4,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a temple style arrangement,3,3,102.48
407,Kathakali Pookalam 47,1825,Kathakali,Peacock,8,Medium,Chethi,Marigold,Tuberose,White,Orange,Purple,4,5.3,6,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock arrangement,3,3,123.39
408,Kathakali Pookalam 48,1175,Kathakali,Temple Style,7,Medium,Daisy,Jasmine,Marigold,Yellow,Red,White,6,4.5,3,Home,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a temple style arrangement,3,3,132.52
409,Kathakali Pookalam 49,1675,Kathakali,Peacock,4,Medium,Chethi,Chrysanthemum,Marigold,Green,Pink,White,7,3.0,5,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock arrangement,3,3,71.31
410,Kathakali Pookalam 50,1650,Kathakali,Peacock,5,Hard,Orchid,Chethi,Tuberose,Red,Green,Yellow,8,3.4,6,School,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock design arrangement,3,3,189.12
411,Kathakali Pookalam 51,1825,Kathakali,Temple Style,9,Easy,Orchid,Chethi,Jasmine,Pink,Green,Orange,9,5.5,3,Home,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a temple style arrangement,3,3,304.9
412,Kathakali Pookalam 52,1250,Kathakali,Lotus,8,Medium,Chethi,Rose,Tuberose,Red,Pink,Purple,8,4.8,2,School,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a lotus arrangement,3,3,123.48
413,Kathakali Pookalam 53,1375,Kathakali,Peacock,8,Hard,Chrysanthemum,Orchid,Jasmine,Yellow,Orange,Red,5,5.4,2,Competition,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock design arrangement,3,3,230.66
414,Kathakali Pookalam 54,1800,Kathakali,Peacock,5,Medium,Rose,Lotus,Marigold,Yellow,White,Green,5,3.7,6,Home,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock design arrangement,3,3,109.08
415,Kathakali Pookalam 55,1450,Kathakali,Peacock,5,Hard,Rose,Lotus,Chrysanthemum,Yellow,Green,Orange,5,3.7,4,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock design arrangement,3,3,115.38
416,Kathakali Pookalam 56,875,Kathakali,Lotus,4,Hard,Rose,Orchid,Lotus,Yellow,White,Red,8,3.0,5,Competition,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a lotus arrangement,3,3,139.08
417,Kathakali Pookalam 57,900,Kathakali,Circular,6,Easy,Marigold,Chethi,Lotus,Yellow,Pink,Purple,6,4.1,3,School,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a circular arrangement,3,3,125.16
418,Kathakali Pookalam 58,1825,Kathakali,Peacock,8,Medium,Tuberose,Rose,Daisy,Pink,White,Red,9,4.7,2,Onam,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock arrangement,3,3,139.86
419,Kathakali Pookalam 59,1275,Kathakali,Peacock,5,Medium,Rose,Lotus,Daisy,Pink,Orange,Red,4,4.0,5,School,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock design arrangement,3,3,117.39
420,Kathakali Pookalam 60,1025,Kathakali,Peacock,6,Hard,Chrysanthemum,Daisy,Marigold,Red,Green,White,8,4.5,3,School,Kathakali-inspired Onam Pookalam with expressive traditional motifs in a peacock arrangement,3,3,84.77
421,Vallamkali Pookalam 11,1300,Vallamkali,Peacock,9,Easy,Lotus,Marigold,Tuberose,White,Purple,Red,4,5.2,4,Competition,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock design arrangement,3,3,170.16
422,Vallamkali Pookalam 12,1850,Vallamkali,Circular,5,Easy,Marigold,Chrysanthemum,Orchid,White,Pink,Green,5,3.4,5,School,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,115.26
423,Vallamkali Pookalam 13,1275,Vallamkali,Lotus,8,Medium,Chethi,Marigold,Jasmine,White,Green,Yellow,7,5.1,2,School,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a lotus arrangement,3,3,135.2
424,Vallamkali Pookalam 14,825,Vallamkali,Peacock,9,Hard,Tuberose,Chethi,Daisy,White,Yellow,Green,8,5.1,2,School,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock arrangement,3,3,119.45
425,Vallamkali Pookalam 15,1375,Vallamkali,Lotus,8,Medium,Rose,Daisy,Lotus,Yellow,Orange,Red,6,5.0,4,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a lotus arrangement,3,3,151.59
426,Vallamkali Pookalam 16,875,Vallamkali,Star,8,Medium,Orchid,Marigold,Daisy,Red,Purple,Orange,4,5.0,6,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a star arrangement,3,3,226.25
427,Vallamkali Pookalam 17,1275,Vallamkali,Circular,8,Easy,Marigold,Orchid,Chrysanthemum,Green,Purple,Yellow,8,4.9,3,School,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,186.78
428,Vallamkali Pookalam 18,1825,Vallamkali,Peacock,8,Easy,Chrysanthemum,Rose,Lotus,Orange,Green,Red,6,5.4,5,School,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock design arrangement,3,3,154.74
429,Vallamkali Pookalam 19,1325,Vallamkali,Lotus,7,Medium,Chethi,Chrysanthemum,Lotus,Red,Green,Purple,9,5.0,6,Home,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a lotus arrangement,3,3,116.26
430,Vallamkali Pookalam 20,1450,Vallamkali,Peacock,9,Medium,Chrysanthemum,Tuberose,Rose,White,Orange,Green,6,5.4,5,School,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock design arrangement,3,3,157.74
431,Vallamkali Pookalam 21,1550,Vallamkali,Circular,9,Hard,Daisy,Rose,Chethi,White,Red,Yellow,6,5.7,4,School,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,129.04
432,Vallamkali Pookalam 22,1275,Vallamkali,Circular,8,Hard,Marigold,Orchid,Daisy,Green,Red,Yellow,5,5.4,4,Competition,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,215.33
433,Vallamkali Pookalam 23,1675,Vallamkali,Lotus,7,Hard,Marigold,Rose,Jasmine,Red,Pink,Orange,6,4.4,2,School,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a lotus arrangement,3,3,124.59
434,Vallamkali Pookalam 24,1675,Vallamkali,Peacock,5,Easy,Marigold,Jasmine,Orchid,Yellow,Green,Red,7,3.4,2,Home,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock arrangement,3,3,164.06
435,Vallamkali Pookalam 25,1000,Vallamkali,Peacock,9,Medium,Orchid,Jasmine,Chrysanthemum,Yellow,Pink,Purple,6,5.5,2,School,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock arrangement,3,3,336.24
436,Vallamkali Pookalam 26,900,Vallamkali,Peacock,6,Hard,Lotus,Rose,Jasmine,Orange,Green,Yellow,6,4.5,5,School,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock arrangement,3,3,162.39
437,Vallamkali Pookalam 27,1825,Vallamkali,Peacock,9,Easy,Daisy,Lotus,Jasmine,Red,Green,Yellow,7,5.7,5,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock arrangement,3,3,182.3
438,Vallamkali Pookalam 28,1200,Vallamkali,Circular,6,Easy,Jasmine,Daisy,Chrysanthemum,Red,Yellow,Orange,6,4.5,4,Home,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,105.19
439,Vallamkali Pookalam 29,925,Vallamkali,Peacock,6,Hard,Marigold,Daisy,Chrysanthemum,Red,Orange,Yellow,8,4.2,5,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock arrangement,3,3,91.42
440,Vallamkali Pookalam 30,1850,Vallamkali,Circular,6,Easy,Chrysanthemum,Orchid,Jasmine,Orange,Red,Green,7,3.9,3,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,212.29
441,Vallamkali Pookalam 31,1650,Vallamkali,Circular,5,Easy,Orchid,Jasmine,Tuberose,Red,Yellow,Green,4,3.4,2,Home,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,238.5
442,Vallamkali Pookalam 32,1275,Vallamkali,Circular,4,Medium,Chethi,Tuberose,Daisy,Red,White,Yellow,8,2.9,5,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,77.24
443,Vallamkali Pookalam 33,1050,Vallamkali,Lotus,4,Medium,Orchid,Chrysanthemum,Chethi,Green,Pink,Red,4,3.0,5,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a lotus arrangement,3,3,150.14
444,Vallamkali Pookalam 34,1700,Vallamkali,Star,5,Easy,Daisy,Lotus,Rose,Green,Purple,Red,7,3.9,6,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a star arrangement,3,3,119.34
445,Vallamkali Pookalam 35,925,Vallamkali,Peacock,9,Medium,Jasmine,Chethi,Chrysanthemum,Orange,White,Green,8,5.5,6,Competition,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock design arrangement,3,3,175.67
