design_id,flower,role,quantity_kg
352,Green Leaves,Accent,0.85
352,Jasmine,Accent,0.7
352,Marigold,Accent,0.65
352,Lotus,Primary,1.15
352,Daisy,Secondary,1.05
353,Chethi,Accent,0.5
353,Green Leaves,Accent,0.9
353,Jasmine,Accent,0.65
353,Rose,Primary,1.25
353,Daisy,Secondary,1.0
354,Green Leaves,Accent,0.85
354,Jasmine,Accent,0.7
354,Lotus,Accent,0.55
354,Chrysanthemum,Primary,1.35
354,Daisy,Secondary,1.0
355,Daisy,Accent,0.75
355,Green Leaves,Accent,0.95
355,Rose,Accent,0.5
355,Lotus,Primary,1.2
355,Jasmine,Secondary,0.95
356,Chethi,Accent,0.45
356,Green Leaves,Accent,0.85
356,Jasmine,Accent,0.75
356,Daisy,Primary,1.4
356,Rose,Secondary,0.9
357,Daisy,Accent,0.8
357,Green Leaves,Accent,0.9
357,Jasmine,Accent,0.6
357,Chrysanthemum,Primary,1.25
357,Lotus,Secondary,0.9
358,Daisy,Accent,0.7
358,Green Leaves,Accent,1.0
358,Lotus,Accent,0.5
358,Rose,Primary,1.3
358,Jasmine,Secondary,0.9
359,Chethi,Accent,0.45
359,Green Leaves,Accent,0.85
359,Jasmine,Accent,0.7
359,Lotus,Primary,1.25
359,Chrysanthemum,Secondary,1.0
360,Green Leaves,Accent,0.9
360,Jasmine,Accent,0.7
360,Rose,Accent,0.55
360,Daisy,Primary,1.35
360,Marigold,Secondary,0.95
361,Chethi,Accent,0.6
361,Green Leaves,Accent,0.55
361,Marigold,Accent,0.75
361,Orchid,Primary,1.0
361,Rose,Secondary,1.0
362,Chethi,Accent,0.55
362,Chrysanthemum,Accent,0.8
362,Green Leaves,Accent,0.6
362,Rose,Primary,1.25
362,Orchid,Secondary,0.85
363,Daisy,Accent,0.7
363,Green Leaves,Accent,0.65
363,Rose,Accent,0.75
363,Marigold,Primary,1.35
363,Orchid,Secondary,0.8
364,Chethi,Accent,0.6
364,Green Leaves,Accent,0.55
364,Rose,Accent,0.75
364,Orchid,Primary,1.1
364,Chrysanthemum,Secondary,1.0
365,Chethi,Accent,0.65
365,Green Leaves,Accent,0.6
365,Orchid,Accent,0.75
365,Rose,Primary,1.2
365,Marigold,Secondary,1.1
366,Green Leaves,Accent,0.65
366,Marigold,Accent,0.75
366,Rose,Accent,0.8
366,Orchid,Primary,1.05
366,Daisy,Secondary,0.95
367,Chethi,Accent,0.65
367,Green Leaves,Accent,0.55
367,Rose,Accent,0.75
367,Chrysanthemum,Primary,1.3
367,Orchid,Secondary,0.85
368,Chethi,Accent,0.6
368,Green Leaves,Accent,0.65
368,Orchid,Accent,0.8
368,Rose,Primary,1.15
368,Daisy,Secondary,1.0
369,Chrysanthemum,Accent,0.75
369,Green Leaves,Accent,0.6
369,Orchid,Accent,0.8
369,Marigold,Primary,1.3
369,Rose,Secondary,0.95
370,Chethi,Accent,0.65
370,Daisy,Accent,0.8
370,Green Leaves,Accent,0.7
370,Orchid,Primary,1.1
370,Rose,Secondary,1.05
371,Rose,Primary,0.212
371,Daisy,Secondary,0.178
371,Jasmine,Accent,0.066
372,Rose,Primary,0.356
372,Tuberose,Secondary,0.273
372,Daisy,Accent,0.122
373,Chethi,Primary,0.354
373,Marigold,Secondary,0.247
373,Daisy,Accent,0.201
374,Jasmine,Primary,0.28
374,Tuberose,Secondary,0.204
374,Lotus,Accent,0.107
375,Daisy,Primary,0.3
375,Rose,Secondary,0.222
375,Tuberose,Accent,0.137
376,Rose,Primary,0.259
376,Chethi,Secondary,0.225
376,Chrysanthemum,Accent,0.085
377,Lotus,Primary,0.264
377,Marigold,Secondary,0.162
377,Daisy,Accent,0.096
378,Chethi,Primary,0.224
378,Daisy,Secondary,0.16
378,Rose,Accent,0.087
379,Rose,Primary,0.346
379,Tuberose,Secondary,0.285
379,Daisy,Accent,0.104
380,Marigold,Primary,0.272
380,Tuberose,Secondary,0.19
380,Chrysanthemum,Accent,0.152
381,Chethi,Primary,0.366
381,Chrysanthemum,Secondary,0.268
381,Jasmine,Accent,0.18
382,Marigold,Primary,0.235
382,Lotus,Secondary,0.18
382,Jasmine,Accent,0.084
383,Rose,Primary,0.364
383,Daisy,Secondary,0.292
383,Jasmine,Accent,0.18
384,Rose,Primary,0.409
384,Orchid,Secondary,0.29
384,Jasmine,Accent,0.153
385,Daisy,Primary,0.23
385,Rose,Secondary,0.165
385,Lotus,Accent,0.129
386,Lotus,Primary,0.319
386,Jasmine,Secondary,0.258
386,Marigold,Accent,0.127
387,Jasmine,Primary,0.272
387,Rose,Secondary,0.181
387,Chethi,Accent,0.093
388,Rose,Primary,0.387
388,Orchid,Secondary,0.238
388,Lotus,Accent,0.175
389,Jasmine,Primary,0.313
389,Lotus,Secondary,0.298
389,Orchid,Accent,0.148
390,Lotus,Primary,0.326
390,Marigold,Secondary,0.292
390,Daisy,Accent,0.134
391,Orchid,Primary,0.299
391,Chrysanthemum,Secondary,0.258
391,Daisy,Accent,0.11
392,Orchid,Primary,0.359
392,Lotus,Secondary,0.262
392,Rose,Accent,0.221
393,Tuberose,Primary,0.271
393,Chethi,Secondary,0.224
393,Rose,Accent,0.153
394,Lotus,Primary,0.284
394,Chrysanthemum,Secondary,0.195
394,Marigold,Accent,0.094
395,Tuberose,Primary,0.308
395,Lotus,Secondary,0.237
395,Daisy,Accent,0.149
396,Tuberose,Primary,0.428
396,Rose,Secondary,0.234
396,Jasmine,Accent,0.207
397,Chrysanthemum,Primary,0.287
397,Marigold,Secondary,0.188
397,Lotus,Accent,0.095
398,Jasmine,Primary,0.403
398,Daisy,Secondary,0.249
398,Chethi,Accent,0.128
399,Rose,Primary,0.383
399,Daisy,Secondary,0.336
399,Marigold,Accent,0.152
400,Chrysanthemum,Primary,0.379
400,Marigold,Secondary,0.335
400,Jasmine,Accent,0.131
401,Orchid,Primary,0.275
401,Daisy,Secondary,0.146
401,Rose,Accent,0.09
402,Jasmine,Primary,0.229
402,Daisy,Secondary,0.189
402,Rose,Accent,0.08
403,Chethi,Primary,0.457
403,Orchid,Secondary,0.268
403,Marigold,Accent,0.226
404,Lotus,Primary,0.298
404,Rose,Secondary,0.204
404,Tuberose,Accent,0.141
405,Orchid,Primary,0.346
405,Marigold,Secondary,0.24
405,Jasmine,Accent,0.089
406,Rose,Primary,0.302
406,Marigold,Secondary,0.211
406,Lotus,Accent,0.076
407,Chethi,Primary,0.407
407,Marigold,Secondary,0.266
407,Tuberose,Accent,0.169
408,Daisy,Primary,0.319
408,Jasmine,Secondary,0.285
408,Marigold,Accent,0.165
409,Chethi,Primary,0.203
409,Chrysanthemum,Secondary,0.189
409,Marigold,Accent,0.12
410,Orchid,Primary,0.297
410,Chethi,Secondary,0.17
410,Tuberose,Accent,0.084
411,Orchid,Primary,0.404
411,Chethi,Secondary,0.311
411,Jasmine,Accent,0.225
412,Chethi,Primary,0.324
412,Rose,Secondary,0.246
412,Tuberose,Accent,0.17
413,Chrysanthemum,Primary,0.394
413,Orchid,Secondary,0.285
413,Jasmine,Accent,0.132
414,Rose,Primary,0.291
414,Lotus,Secondary,0.157
414,Marigold,Accent,0.08
415,Rose,Primary,0.232
415,Lotus,Secondary,0.195
415,Chrysanthemum,Accent,0.108
416,Rose,Primary,0.256
416,Orchid,Secondary,0.144
416,Lotus,Accent,0.07
417,Marigold,Primary,0.348
417,Chethi,Secondary,0.228
417,Lotus,Accent,0.164
418,Tuberose,Primary,0.422
418,Rose,Secondary,0.212
418,Daisy,Accent,0.198
419,Rose,Primary,0.24
419,Lotus,Secondary,0.207
419,Daisy,Accent,0.093
420,Chrysanthemum,Primary,0.307
420,Daisy,Secondary,0.243
420,Marigold,Accent,0.085
421,Lotus,Primary,0.342
421,Marigold,Secondary,0.308
421,Tuberose,Accent,0.17
422,Marigold,Primary,0.281
422,Chrysanthemum,Secondary,0.161
422,Orchid,Accent,0.118
423,Chethi,Primary,0.373
423,Marigold,Secondary,0.3
423,Jasmine,Accent,0.173
424,Tuberose,Primary,0.351
424,Chethi,Secondary,0.233
424,Daisy,Accent,0.164
425,Rose,Primary,0.347
425,Daisy,Secondary,0.321
425,Lotus,Accent,0.158
426,Orchid,Primary,0.349
426,Marigold,Secondary,0.233
426,Daisy,Accent,0.183
427,Marigold,Primary,0.425
427,Orchid,Secondary,0.236
427,Chrysanthemum,Accent,0.127
428,Chrysanthemum,Primary,0.393
428,Rose,Secondary,0.289
428,Lotus,Accent,0.159
429,Chethi,Primary,0.316
429,Chrysanthemum,Secondary,0.239
429,Lotus,Accent,0.118
430,Chrysanthemum,Primary,0.417
430,Tuberose,Secondary,0.336
430,Rose,Accent,0.216
431,Daisy,Primary,0.445
431,Rose,Secondary,0.303
431,Chethi,Accent,0.111
432,Marigold,Primary,0.349
432,Orchid,Secondary,0.304
432,Daisy,Accent,0.165
433,Marigold,Primary,0.393
433,Rose,Secondary,0.276
433,Jasmine,Accent,0.111
434,Marigold,Primary,0.288
434,Jasmine,Secondary,0.234
434,Orchid,Accent,0.142
435,Orchid,Primary,0.47
435,Jasmine,Secondary,0.312
435,Chrysanthemum,Accent,0.166
436,Lotus,Primary,0.284
436,Rose,Secondary,0.208
436,Jasmine,Accent,0.159
437,Daisy,Primary,0.435
437,Lotus,Secondary,0.26
437,Jasmine,Accent,0.191
438,Jasmine,Primary,0.258
438,Daisy,Secondary,0.215
438,Chrysanthemum,Accent,0.091
439,Marigold,Primary,0.327
439,Daisy,Secondary,0.256
439,Chrysanthemum,Accent,0.135
440,Chrysanthemum,Primary,0.336
440,Orchid,Secondary,0.264
440,Jasmine,Accent,0.133
441,Orchid,Primary,0.313
441,Jasmine,Secondary,0.22
441,Tuberose,Accent,0.15
442,Chethi,Primary,0.211
442,Tuberose,Secondary,0.163
442,Daisy,Accent,0.125
443,Orchid,Primary,0.228
443,Chrysanthemum,Secondary,0.136
443,Chethi,Accent,0.114
444,Daisy,Primary,0.312
444,Lotus,Secondary,0.208
444,Rose,Accent,0.091
445,Jasmine,Primary,0.446
445,Chethi,Secondary,0.243
445,Chrysanthemum,Accent,0.198
446,Orchid,Primary,0.208
446,Marigold,Secondary,0.147
446,Chethi,Accent,0.073
447,Orchid,Primary,0.259
447,Daisy,Secondary,0.199
447,Tuberose,Accent,0.108
448,Daisy,Primary,0.374
448,Rose,Secondary,0.315
448,Chrysanthemum,Accent,0.141
449,Jasmine,Primary,0.307
449,Chrysanthemum,Secondary,0.223
449,Rose,Accent,0.1
450,Jasmine,Primary,0.424
450,Daisy,Secondary,0.289
450,Tuberose,Accent,0.17
451,Tuberose,Primary,0.227
451,Daisy,Secondary,0.151
451,Chrysanthemum,Accent,0.112
452,Jasmine,Primary,0.272
452,Chethi,Secondary,0.157
452,Orchid,Accent,0.133
453,Daisy,Primary,0.212
453,Orchid,Secondary,0.162
453,Marigold,Accent,0.117
454,Tuberose,Primary,0.284
454,Orchid,Secondary,0.264
454,Chrysanthemum,Accent,0.177
455,Chrysanthemum,Primary,0.425
455,Orchid,Secondary,0.333
455,Daisy,Accent,0.166
456,Chrysanthemum,Primary,0.472
456,Lotus,Secondary,0.282
456,Rose,Accent,0.163
457,Chrysanthemum,Primary,0.407
457,Chethi,Secondary,0.277
457,Jasmine,Accent,0.14
458,Jasmine,Primary,0.406
458,Marigold,Secondary,0.273
458,Chrysanthemum,Accent,0.211
459,Chrysanthemum,Primary,0.255
459,Orchid,Secondary,0.137
459,Lotus,Accent,0.067
460,Rose,Primary,0.29
460,Tuberose,Secondary,0.175
460,Chethi,Accent,0.094
461,Jasmine,Primary,0.349
461,Chethi,Secondary,0.192
461,Lotus,Accent,0.101
462,Chrysanthemum,Primary,0.267
462,Lotus,Secondary,0.219
462,Tuberose,Accent,0.116
463,Rose,Primary,0.388
463,Lotus,Secondary,0.196
463,Chethi,Accent,0.162
464,Chrysanthemum,Primary,0.262
464,Chethi,Secondary,0.221
464,Orchid,Accent,0.136
465,Lotus,Primary,0.39
465,Chethi,Secondary,0.253
465,Rose,Accent,0.195
466,Tuberose,Primary,0.357
466,Daisy,Secondary,0.232
466,Lotus,Accent,0.134
467,Chethi,Primary,0.257
467,Chrysanthemum,Secondary,0.179
467,Orchid,Accent,0.076
468,Chrysanthemum,Primary,0.322
468,Daisy,Secondary,0.291
468,Lotus,Accent,0.153
469,Chethi,Primary,0.395
469,Tuberose,Secondary,0.241
469,Chrysanthemum,Accent,0.159
470,Daisy,Primary,0.286
470,Lotus,Secondary,0.274
470,Tuberose,Accent,0.161
471,Orchid,Primary,0.379
471,Rose,Secondary,0.261
471,Daisy,Accent,0.189
472,Chethi,Primary,0.343
472,Daisy,Secondary,0.213
472,Chrysanthemum,Accent,0.157
473,Tuberose,Primary,0.206
473,Daisy,Secondary,0.139
473,Lotus,Accent,0.078
474,Orchid,Primary,0.219
474,Tuberose,Secondary,0.196
474,Chethi,Accent,0.078
475,Chethi,Primary,0.434
475,Lotus,Secondary,0.261
475,Chrysanthemum,Accent,0.124
476,Tuberose,Primary,0.346
476,Chethi,Secondary,0.207
476,Orchid,Accent,0.191
477,Chrysanthemum,Primary,0.266
477,Marigold,Secondary,0.204
477,Jasmine,Accent,0.134
478,Jasmine,Primary,0.387
478,Daisy,Secondary,0.265
478,Chrysanthemum,Accent,0.177
479,Lotus,Primary,0.47
479,Orchid,Secondary,0.262
479,Daisy,Accent,0.151
480,Chrysanthemum,Primary,0.38
480,Tuberose,Secondary,0.287
480,Orchid,Accent,0.19
481,Chethi,Primary,0.265
481,Rose,Secondary,0.169
481,Marigold,Accent,0.145
482,Marigold,Primary,0.201
482,Chrysanthemum,Secondary,0.164
482,Daisy,Accent,0.134
483,Marigold,Primary,0.429
483,Chrysanthemum,Secondary,0.301
483,Orchid,Accent,0.108
484,Jasmine,Primary,0.276
484,Tuberose,Secondary,0.168
484,Lotus,Accent,0.126
485,Lotus,Primary,0.292
485,Rose,Secondary,0.254
485,Marigold,Accent,0.151
486,Jasmine,Primary,0.277
486,Rose,Secondary,0.213
486,Chethi,Accent,0.097
487,Daisy,Primary,0.327
487,Jasmine,Secondary,0.188
487,Chrysanthemum,Accent,0.158
488,Rose,Primary,0.455
488,Lotus,Secondary,0.315
488,Tuberose,Accent,0.224
489,Tuberose,Primary,0.343
489,Chethi,Secondary,0.24
489,Lotus,Accent,0.135
490,Rose,Primary,0.289
490,Chethi,Secondary,0.247
490,Tuberose,Accent,0.156
491,Lotus,Primary,0.309
491,Tuberose,Secondary,0.194
491,Chrysanthemum,Accent,0.077
492,Chethi,Primary,0.263
492,Lotus,Secondary,0.199
492,Chrysanthemum,Accent,0.076
493,Daisy,Primary,0.401
493,Chrysanthemum,Secondary,0.333
493,Chethi,Accent,0.132
494,Lotus,Primary,0.469
494,Tuberose,Secondary,0.33
494,Chethi,Accent,0.139
495,Daisy,Primary,0.306
495,Rose,Secondary,0.223
495,Chethi,Accent,0.146
496,Chrysanthemum,Primary,0.277
496,Daisy,Secondary,0.155
496,Marigold,Accent,0.141
497,Jasmine,Primary,0.256
497,Rose,Secondary,0.236
497,Orchid,Accent,0.115
498,Tuberose,Primary,0.392
498,Jasmine,Secondary,0.217
498,Orchid,Accent,0.132
499,Marigold,Primary,0.274
499,Lotus,Secondary,0.234
499,Orchid,Accent,0.101
500,Marigold,Primary,0.303
500,Daisy,Secondary,0.201
500,Tuberose,Accent,0.148
501,Tuberose,Primary,0.31
501,Lotus,Secondary,0.292
501,Marigold,Accent,0.176
502,Marigold,Primary,0.362
502,Lotus,Secondary,0.306
502,Tuberose,Accent,0.154
503,Marigold,Primary,0.371
503,Rose,Secondary,0.21
503,Jasmine,Accent,0.107
504,Lotus,Primary,0.358
504,Tuberose,Secondary,0.28
504,Chrysanthemum,Accent,0.136
505,Chethi,Primary,0.204
505,Tuberose,Secondary,0.199
505,Lotus,Accent,0.124
506,Daisy,Primary,0.275
506,Rose,Secondary,0.196
506,Chethi,Accent,0.151
507,Chrysanthemum,Primary,0.283
507,Jasmine,Secondary,0.224
507,Lotus,Accent,0.165
508,Chethi,Primary,0.361
508,Rose,Secondary,0.259
508,Daisy,Accent,0.212
509,Orchid,Primary,0.287
509,Daisy,Secondary,0.185
509,Jasmine,Accent,0.171
510,Daisy,Primary,0.247
510,Jasmine,Secondary,0.198
510,Chethi,Accent,0.078
511,Tuberose,Primary,0.215
511,Chrysanthemum,Secondary,0.174
511,Lotus,Accent,0.085
512,Daisy,Primary,0.344
512,Chrysanthemum,Secondary,0.26
512,Marigold,Accent,0.14
513,Chethi,Primary,0.296
513,Jasmine,Secondary,0.254
513,Rose,Accent,0.149
514,Chrysanthemum,Primary,0.375
514,Rose,Secondary,0.213
514,Tuberose,Accent,0.16
515,Lotus,Primary,0.303
515,Daisy,Secondary,0.232
515,Rose,Accent,0.09
516,Lotus,Primary,0.274
516,Marigold,Secondary,0.241
516,Daisy,Accent,0.112
517,Orchid,Primary,0.276
517,Daisy,Secondary,0.18
517,Chethi,Accent,0.093
518,Tuberose,Primary,0.433
518,Daisy,Secondary,0.244
518,Chrysanthemum,Accent,0.172
519,Tuberose,Primary,0.217
519,Chethi,Secondary,0.185
519,Orchid,Accent,0.069
520,Lotus,Primary,0.304
520,Jasmine,Secondary,0.158
520,Orchid,Accent,0.083
521,Marigold,Primary,0.34
521,Orchid,Secondary,0.245
521,Rose,Accent,0.162
522,Orchid,Primary,0.402
522,Chrysanthemum,Secondary,0.224
522,Tuberose,Accent,0.102
523,Marigold,Primary,0.206
523,Daisy,Secondary,0.138
523,Chrysanthemum,Accent,0.13
524,Chrysanthemum,Primary,0.204
524,Marigold,Secondary,0.164
524,Rose,Accent,0.119
525,Chrysanthemum,Primary,0.342
525,Chethi,Secondary,0.31
525,Daisy,Accent,0.141
526,Rose,Primary,0.396
526,Chrysanthemum,Secondary,0.253
526,Jasmine,Accent,0.118
527,Jasmine,Primary,0.46
527,Daisy,Secondary,0.288
527,Rose,Accent,0.209
528,Jasmine,Primary,0.34
528,Daisy,Secondary,0.303
528,Lotus,Accent,0.138
529,Chrysanthemum,Primary,0.207
529,Daisy,Secondary,0.135
529,Jasmine,Accent,0.066
530,Lotus,Primary,0.279
530,Rose,Secondary,0.217
530,Marigold,Accent,0.084
531,Orchid,Primary,0.257
531,Rose,Secondary,0.182
531,Chrysanthemum,Accent,0.101
532,Chrysanthemum,Primary,0.365
532,Daisy,Secondary,0.309
532,Chethi,Accent,0.16
533,Rose,Primary,0.363
533,Daisy,Secondary,0.302
533,Tuberose,Accent,0.127
534,Daisy,Primary,0.31
534,Rose,Secondary,0.234
534,Marigold,Accent,0.112
535,Tuberose,Primary,0.33
535,Orchid,Secondary,0.215
535,Chrysanthemum,Accent,0.183
536,Lotus,Primary,0.274
536,Orchid,Secondary,0.178
536,Daisy,Accent,0.082
537,Jasmine,Primary,0.322
537,Lotus,Secondary,0.292
537,Orchid,Accent,0.19
538,Lotus,Primary,0.31
538,Daisy,Secondary,0.227
538,Orchid,Accent,0.162
539,Daisy,Primary,0.418
539,Orchid,Secondary,0.23
539,Jasmine,Accent,0.126
540,Daisy,Primary,0.368
540,Rose,Secondary,0.231
540,Jasmine,Accent,0.133
541,Lotus,Primary,0.382
541,Rose,Secondary,0.25
541,Jasmine,Accent,0.114
542,Lotus,Primary,0.274
542,Marigold,Secondary,0.171
542,Rose,Accent,0.093
543,Lotus,Primary,0.433
543,Jasmine,Secondary,0.263
543,Daisy,Accent,0.139
544,Marigold,Primary,0.299
544,Chrysanthemum,Secondary,0.202
544,Orchid,Accent,0.135
545,Tuberose,Primary,0.411
545,Chethi,Secondary,0.228
545,Jasmine,Accent,0.202
546,Rose,Primary,0.447
546,Marigold,Secondary,0.296
546,Jasmine,Accent,0.189
547,Lotus,Primary,0.318
547,Tuberose,Secondary,0.26
547,Daisy,Accent,0.157
548,Daisy,Primary,0.408
548,Orchid,Secondary,0.31
548,Tuberose,Accent,0.213
549,Orchid,Primary,0.304
549,Daisy,Secondary,0.159
549,Rose,Accent,0.084
550,Chethi,Primary,0.2
550,Daisy,Secondary,0.136
550,Lotus,Accent,0.071
551,Tuberose,Primary,0.235
551,Rose,Secondary,0.142
551,Chethi,Accent,0.132
552,Tuberose,Primary,0.406
552,Daisy,Secondary,0.249
552,Chrysanthemum,Accent,0.103
553,Lotus,Primary,0.291
553,Jasmine,Secondary,0.273
553,Daisy,Accent,0.155
554,Rose,Primary,0.247
554,Tuberose,Secondary,0.174
554,Chrysanthemum,Accent,0.121
555,Orchid,Primary,0.309
555,Jasmine,Secondary,0.282
555,Daisy,Accent,0.097
556,Orchid,Primary,0.353
556,Chrysanthemum,Secondary,0.216
556,Daisy,Accent,0.172
557,Lotus,Primary,0.387
557,Orchid,Secondary,0.334
557,Daisy,Accent,0.176
558,Chrysanthemum,Primary,0.435
558,Jasmine,Secondary,0.255
558,Orchid,Accent,0.189
559,Chrysanthemum,Primary,0.38
559,Lotus,Secondary,0.239
559,Rose,Accent,0.172
560,Marigold,Primary,0.305
560,Rose,Secondary,0.241
560,Tuberose,Accent,0.129
561,Chethi,Primary,0.366
561,Marigold,Secondary,0.26
561,Tuberose,Accent,0.189
562,Chethi,Primary,0.252
562,Chrysanthemum,Secondary,0.199
562,Daisy,Accent,0.081
563,Rose,Primary,0.263
563,Tuberose,Secondary,0.186
563,Jasmine,Accent,0.077
564,Daisy,Primary,0.271
564,Lotus,Secondary,0.209
564,Chrysanthemum,Accent,0.151
565,Chrysanthemum,Primary,0.202
565,Lotus,Secondary,0.188
565,Jasmine,Accent,0.094
566,Orchid,Primary,0.255
566,Chethi,Secondary,0.14
566,Tuberose,Accent,0.107
567,Tuberose,Primary,0.384
567,Orchid,Secondary,0.314
567,Daisy,Accent,0.131
568,Rose,Primary,0.387
568,Daisy,Secondary,0.278
568,Chrysanthemum,Accent,0.106
569,Tuberose,Primary,0.352
569,Chethi,Secondary,0.34
569,Orchid,Accent,0.135
570,Daisy,Primary,0.306
570,Marigold,Secondary,0.222
570,Chrysanthemum,Accent,0.172
571,Lotus,Primary,0.327
571,Chethi,Secondary,0.262
571,Chrysanthemum,Accent,0.167
572,Jasmine,Primary,0.235
572,Chethi,Secondary,0.191
572,Tuberose,Accent,0.082
573,Rose,Primary,0.236
573,Lotus,Secondary,0.19
573,Chrysanthemum,Accent,0.104
574,Chethi,Primary,0.342
574,Orchid,Secondary,0.31
574,Lotus,Accent,0.179
575,Rose,Primary,0.386
575,Chrysanthemum,Secondary,0.32
575,Chethi,Accent,0.159
576,Daisy,Primary,0.224
576,Marigold,Secondary,0.138
576,Orchid,Accent,0.069
577,Daisy,Primary,0.428
577,Chethi,Secondary,0.25
577,Marigold,Accent,0.165
578,Tuberose,Primary,0.231
578,Chethi,Secondary,0.178
578,Orchid,Accent,0.122
579,Chrysanthemum,Primary,0.309
579,Daisy,Secondary,0.224
579,Chethi,Accent,0.145
580,Rose,Primary,0.472
580,Marigold,Secondary,0.318
580,Chrysanthemum,Accent,0.22
581,Daisy,Primary,0.249
581,Jasmine,Secondary,0.141
581,Tuberose,Accent,0.098
582,Tuberose,Primary,0.371
582,Daisy,Secondary,0.24
582,Jasmine,Accent,0.1
583,Chrysanthemum,Primary,0.394
583,Jasmine,Secondary,0.252
583,Daisy,Accent,0.185
584,Marigold,Primary,0.262
584,Daisy,Secondary,0.16
584,Jasmine,Accent,0.076
585,Orchid,Primary,0.279
585,Marigold,Secondary,0.194
585,Rose,Accent,0.112
586,Lotus,Primary,0.472
586,Marigold,Secondary,0.289
586,Orchid,Accent,0.201
587,Rose,Primary,0.313
587,Marigold,Secondary,0.224
587,Daisy,Accent,0.171
588,Rose,Primary,0.304
588,Tuberose,Secondary,0.211
588,Lotus,Accent,0.095
589,Rose,Primary,0.314
589,Chrysanthemum,Secondary,0.16
589,Jasmine,Accent,0.106
590,Jasmine,Primary,0.357
590,Orchid,Secondary,0.226
590,Daisy,Accent,0.129
591,Rose,Primary,0.295
591,Lotus,Secondary,0.236
591,Tuberose,Accent,0.09
592,Chrysanthemum,Primary,0.3
592,Lotus,Secondary,0.226
592,Daisy,Accent,0.136
593,Chrysanthemum,Primary,0.237
593,Jasmine,Secondary,0.225
593,Lotus,Accent,0.091
594,Rose,Primary,0.39
594,Daisy,Secondary,0.233
594,Tuberose,Accent,0.118
595,Chethi,Primary,0.312
595,Lotus,Secondary,0.221
595,Jasmine,Accent,0.115
596,Chethi,Primary,0.2
596,Lotus,Secondary,0.165
596,Marigold,Accent,0.125
597,Lotus,Primary,0.212
597,Orchid,Secondary,0.193
597,Chrysanthemum,Accent,0.121
598,Chethi,Primary,0.327
598,Chrysanthemum,Secondary,0.269
598,Tuberose,Accent,0.112
599,Jasmine,Primary,0.265
599,Daisy,Secondary,0.231
599,Rose,Accent,0.171
600,Rose,Primary,0.266
600,Daisy,Secondary,0.153
600,Chethi,Accent,0.12
601,Lotus,Primary,0.312
601,Chethi,Secondary,0.18
601,Rose,Accent,0.144
602,Chrysanthemum,Primary,0.297
602,Daisy,Secondary,0.226
602,Chethi,Accent,0.087
603,Daisy,Primary,0.429
603,Jasmine,Secondary,0.256
603,Chethi,Accent,0.144
604,Chethi,Primary,0.34
604,Orchid,Secondary,0.242
604,Daisy,Accent,0.099
605,Jasmine,Primary,0.281
605,Marigold,Secondary,0.178
605,Orchid,Accent,0.154
606,Orchid,Primary,0.303
606,Daisy,Secondary,0.165
606,Tuberose,Accent,0.141
607,Daisy,Primary,0.336
607,Rose,Secondary,0.214
607,Tuberose,Accent,0.094
608,Marigold,Primary,0.323
608,Daisy,Secondary,0.247
608,Orchid,Accent,0.162
609,Lotus,Primary,0.299
609,Daisy,Secondary,0.17
609,Chethi,Accent,0.128
610,Marigold,Primary,0.294
610,Daisy,Secondary,0.24
610,Rose,Accent,0.104
611,Daisy,Primary,0.443
611,Lotus,Secondary,0.329
611,Chethi,Accent,0.13
612,Tuberose,Primary,0.279
612,Rose,Secondary,0.199
612,Daisy,Accent,0.149
613,Chethi,Primary,0.371
613,Rose,Secondary,0.248
613,Tuberose,Accent,0.2
614,Jasmine,Primary,0.411
614,Chethi,Secondary,0.344
614,Orchid,Accent,0.128
615,Daisy,Primary,0.252
615,Chethi,Secondary,0.177
615,Lotus,Accent,0.1
616,Lotus,Primary,0.271
616,Orchid,Secondary,0.163
616,Marigold,Accent,0.142
617,Daisy,Primary,0.233
617,Marigold,Secondary,0.195
617,Lotus,Accent,0.114
618,Jasmine,Primary,0.297
618,Lotus,Secondary,0.234
618,Chrysanthemum,Accent,0.101
619,Lotus,Primary,0.274
619,Marigold,Secondary,0.174
619,Chrysanthemum,Accent,0.085
620,Rose,Primary,0.31
620,Lotus,Secondary,0.293
620,Orchid,Accent,0.091
